camera,datetime,day,hour,image_url,minute,month,occupancy,slot_id,weather,year,occupant_changed
A,20150703_0940,3,9,CNRPark/A/busy/20150703_0940_1.jpg,40,7,1,1,S,2015,0
A,20150703_0945,3,9,CNRPark/A/busy/20150703_0945_1.jpg,45,7,1,1,S,2015,0
A,20150703_0950,3,9,CNRPark/A/busy/20150703_0950_1.jpg,50,7,1,1,S,2015,0
A,20150703_0955,3,9,CNRPark/A/busy/20150703_0955_1.jpg,55,7,1,1,S,2015,0
A,20150703_1000,3,10,CNRPark/A/busy/20150703_1000_1.jpg,0,7,1,1,S,2015,0
A,20150703_1005,3,10,CNRPark/A/busy/20150703_1005_1.jpg,5,7,1,1,S,2015,0
A,20150703_1010,3,10,CNRPark/A/busy/20150703_1010_1.jpg,10,7,1,1,S,2015,0
A,20150703_1015,3,10,CNRPark/A/busy/20150703_1015_1.jpg,15,7,1,1,S,2015,0
A,20150703_1020,3,10,CNRPark/A/busy/20150703_1020_1.jpg,20,7,1,1,S,2015,0
A,20150703_1025,3,10,CNRPark/A/busy/20150703_1025_1.jpg,25,7,1,1,S,2015,0
A,20150703_1030,3,10,CNRPark/A/busy/20150703_1030_1.jpg,30,7,1,1,S,2015,0
A,20150703_1035,3,10,CNRPark/A/busy/20150703_1035_1.jpg,35,7,1,1,S,2015,0
A,20150703_1040,3,10,CNRPark/A/busy/20150703_1040_1.jpg,40,7,1,1,S,2015,0
A,20150703_1045,3,10,CNRPark/A/busy/20150703_1045_1.jpg,45,7,1,1,S,2015,0
A,20150703_1050,3,10,CNRPark/A/busy/20150703_1050_1.jpg,50,7,1,1,S,2015,0
A,20150703_1055,3,10,CNRPark/A/busy/20150703_1055_1.jpg,55,7,1,1,S,2015,0
A,20150703_1100,3,11,CNRPark/A/busy/20150703_1100_1.jpg,0,7,1,1,S,2015,0
A,20150703_1105,3,11,CNRPark/A/busy/20150703_1105_1.jpg,5,7,1,1,S,2015,0
A,20150703_1110,3,11,CNRPark/A/busy/20150703_1110_1.jpg,10,7,1,1,S,2015,0
A,20150703_1115,3,11,CNRPark/A/busy/20150703_1115_1.jpg,15,7,1,1,S,2015,0
A,20150703_1120,3,11,CNRPark/A/busy/20150703_1120_1.jpg,20,7,1,1,S,2015,0
A,20150703_1125,3,11,CNRPark/A/busy/20150703_1125_1.jpg,25,7,1,1,S,2015,0
A,20150703_1130,3,11,CNRPark/A/busy/20150703_1130_1.jpg,30,7,1,1,S,2015,0
A,20150703_1135,3,11,CNRPark/A/busy/20150703_1135_1.jpg,35,7,1,1,S,2015,0
A,20150703_1140,3,11,CNRPark/A/busy/20150703_1140_1.jpg,40,7,1,1,S,2015,0
A,20150703_1145,3,11,CNRPark/A/busy/20150703_1145_1.jpg,45,7,1,1,S,2015,0
A,20150703_1150,3,11,CNRPark/A/busy/20150703_1150_1.jpg,50,7,1,1,S,2015,0
A,20150703_1155,3,11,CNRPark/A/busy/20150703_1155_1.jpg,55,7,1,1,S,2015,0
A,20150703_1200,3,12,CNRPark/A/busy/20150703_1200_1.jpg,0,7,1,1,S,2015,0
A,20150703_1205,3,12,CNRPark/A/busy/20150703_1205_1.jpg,5,7,1,1,S,2015,0
A,20150703_1210,3,12,CNRPark/A/busy/20150703_1210_1.jpg,10,7,1,1,S,2015,0
A,20150703_1215,3,12,CNRPark/A/busy/20150703_1215_1.jpg,15,7,1,1,S,2015,0
A,20150703_1220,3,12,CNRPark/A/busy/20150703_1220_1.jpg,20,7,1,1,S,2015,0
A,20150703_1225,3,12,CNRPark/A/busy/20150703_1225_1.jpg,25,7,1,1,S,2015,0
A,20150703_1230,3,12,CNRPark/A/busy/20150703_1230_1.jpg,30,7,1,1,S,2015,0
A,20150703_1235,3,12,CNRPark/A/busy/20150703_1235_1.jpg,35,7,1,1,S,2015,0
A,20150703_1240,3,12,CNRPark/A/busy/20150703_1240_1.jpg,40,7,1,1,S,2015,0
A,20150703_1245,3,12,CNRPark/A/busy/20150703_1245_1.jpg,45,7,1,1,S,2015,0
A,20150703_1250,3,12,CNRPark/A/busy/20150703_1250_1.jpg,50,7,1,1,S,2015,0
A,20150703_1255,3,12,CNRPark/A/busy/20150703_1255_1.jpg,55,7,1,1,S,2015,0
A,20150703_1300,3,13,CNRPark/A/busy/20150703_1300_1.jpg,0,7,1,1,S,2015,0
A,20150703_1305,3,13,CNRPark/A/busy/20150703_1305_1.jpg,5,7,1,1,S,2015,0
A,20150703_1310,3,13,CNRPark/A/busy/20150703_1310_1.jpg,10,7,1,1,S,2015,0
A,20150703_1315,3,13,CNRPark/A/busy/20150703_1315_1.jpg,15,7,1,1,S,2015,0
A,20150703_1320,3,13,CNRPark/A/busy/20150703_1320_1.jpg,20,7,1,1,S,2015,0
A,20150703_1325,3,13,CNRPark/A/busy/20150703_1325_1.jpg,25,7,1,1,S,2015,0
A,20150703_1330,3,13,CNRPark/A/busy/20150703_1330_1.jpg,30,7,1,1,S,2015,0
A,20150703_1335,3,13,CNRPark/A/busy/20150703_1335_1.jpg,35,7,1,1,S,2015,0
A,20150703_1340,3,13,CNRPark/A/busy/20150703_1340_1.jpg,40,7,1,1,S,2015,0
A,20150703_1345,3,13,CNRPark/A/busy/20150703_1345_1.jpg,45,7,1,1,S,2015,0
A,20150703_1350,3,13,CNRPark/A/busy/20150703_1350_1.jpg,50,7,1,1,S,2015,0
A,20150703_1355,3,13,CNRPark/A/busy/20150703_1355_1.jpg,55,7,1,1,S,2015,0
A,20150703_1400,3,14,CNRPark/A/busy/20150703_1400_1.jpg,0,7,1,1,S,2015,0
A,20150703_1405,3,14,CNRPark/A/busy/20150703_1405_1.jpg,5,7,1,1,S,2015,0
A,20150703_1410,3,14,CNRPark/A/busy/20150703_1410_1.jpg,10,7,1,1,S,2015,0
A,20150703_1415,3,14,CNRPark/A/busy/20150703_1415_1.jpg,15,7,1,1,S,2015,0
A,20150703_1420,3,14,CNRPark/A/busy/20150703_1420_1.jpg,20,7,1,1,S,2015,0
A,20150703_1425,3,14,CNRPark/A/busy/20150703_1425_1.jpg,25,7,1,1,S,2015,0
A,20150703_1430,3,14,CNRPark/A/busy/20150703_1430_1.jpg,30,7,1,1,S,2015,0
A,20150703_1435,3,14,CNRPark/A/busy/20150703_1435_1.jpg,35,7,1,1,S,2015,0
A,20150703_1440,3,14,CNRPark/A/busy/20150703_1440_1.jpg,40,7,1,1,S,2015,0
A,20150703_1445,3,14,CNRPark/A/busy/20150703_1445_1.jpg,45,7,1,1,S,2015,0
A,20150703_1450,3,14,CNRPark/A/busy/20150703_1450_1.jpg,50,7,1,1,S,2015,0
A,20150703_1455,3,14,CNRPark/A/busy/20150703_1455_1.jpg,55,7,1,1,S,2015,0
A,20150703_1500,3,15,CNRPark/A/busy/20150703_1500_1.jpg,0,7,1,1,S,2015,0
A,20150703_1505,3,15,CNRPark/A/busy/20150703_1505_1.jpg,5,7,1,1,S,2015,0
A,20150703_1510,3,15,CNRPark/A/busy/20150703_1510_1.jpg,10,7,1,1,S,2015,0
A,20150703_1515,3,15,CNRPark/A/busy/20150703_1515_1.jpg,15,7,1,1,S,2015,0
A,20150703_1520,3,15,CNRPark/A/busy/20150703_1520_1.jpg,20,7,1,1,S,2015,0
A,20150703_1525,3,15,CNRPark/A/busy/20150703_1525_1.jpg,25,7,1,1,S,2015,0
A,20150703_1530,3,15,CNRPark/A/busy/20150703_1530_1.jpg,30,7,1,1,S,2015,0
A,20150703_1535,3,15,CNRPark/A/busy/20150703_1535_1.jpg,35,7,1,1,S,2015,0
A,20150703_1540,3,15,CNRPark/A/busy/20150703_1540_1.jpg,40,7,1,1,S,2015,0
A,20150703_1545,3,15,CNRPark/A/busy/20150703_1545_1.jpg,45,7,1,1,S,2015,0
A,20150703_1550,3,15,CNRPark/A/busy/20150703_1550_1.jpg,50,7,1,1,S,2015,0
A,20150703_1555,3,15,CNRPark/A/busy/20150703_1555_1.jpg,55,7,1,1,S,2015,0
A,20150703_1600,3,16,CNRPark/A/free/20150703_1600_1.jpg,0,7,0,1,S,2015,
A,20150703_1605,3,16,CNRPark/A/free/20150703_1605_1.jpg,5,7,0,1,S,2015,
A,20150703_1610,3,16,CNRPark/A/free/20150703_1610_1.jpg,10,7,0,1,S,2015,
A,20150703_1615,3,16,CNRPark/A/free/20150703_1615_1.jpg,15,7,0,1,S,2015,
A,20150703_1620,3,16,CNRPark/A/free/20150703_1620_1.jpg,20,7,0,1,S,2015,
A,20150703_1625,3,16,CNRPark/A/free/20150703_1625_1.jpg,25,7,0,1,S,2015,
A,20150703_1630,3,16,CNRPark/A/free/20150703_1630_1.jpg,30,7,0,1,S,2015,
A,20150703_1635,3,16,CNRPark/A/free/20150703_1635_1.jpg,35,7,0,1,S,2015,
A,20150703_1640,3,16,CNRPark/A/free/20150703_1640_1.jpg,40,7,0,1,S,2015,
A,20150703_1645,3,16,CNRPark/A/free/20150703_1645_1.jpg,45,7,0,1,S,2015,
A,20150703_1650,3,16,CNRPark/A/free/20150703_1650_1.jpg,50,7,0,1,S,2015,
A,20150703_1655,3,16,CNRPark/A/free/20150703_1655_1.jpg,55,7,0,1,S,2015,
A,20150703_1700,3,17,CNRPark/A/free/20150703_1700_1.jpg,0,7,0,1,S,2015,
A,20150703_1705,3,17,CNRPark/A/free/20150703_1705_1.jpg,5,7,0,1,S,2015,
A,20150703_1710,3,17,CNRPark/A/free/20150703_1710_1.jpg,10,7,0,1,S,2015,
A,20150703_1715,3,17,CNRPark/A/free/20150703_1715_1.jpg,15,7,0,1,S,2015,
A,20150703_1720,3,17,CNRPark/A/free/20150703_1720_1.jpg,20,7,0,1,S,2015,
A,20150703_1725,3,17,CNRPark/A/free/20150703_1725_1.jpg,25,7,0,1,S,2015,
A,20150703_1730,3,17,CNRPark/A/free/20150703_1730_1.jpg,30,7,0,1,S,2015,
A,20150703_1735,3,17,CNRPark/A/free/20150703_1735_1.jpg,35,7,0,1,S,2015,
A,20150703_1740,3,17,CNRPark/A/free/20150703_1740_1.jpg,40,7,0,1,S,2015,
A,20150703_1745,3,17,CNRPark/A/free/20150703_1745_1.jpg,45,7,0,1,S,2015,
A,20150703_1750,3,17,CNRPark/A/free/20150703_1750_1.jpg,50,7,0,1,S,2015,
A,20150703_1755,3,17,CNRPark/A/free/20150703_1755_1.jpg,55,7,0,1,S,2015,
A,20150703_1800,3,18,CNRPark/A/free/20150703_1800_1.jpg,0,7,0,1,S,2015,
A,20150703_1805,3,18,CNRPark/A/free/20150703_1805_1.jpg,5,7,0,1,S,2015,
A,20150703_0805,3,8,CNRPark/A/free/20150703_0805_10.jpg,5,7,0,10,S,2015,
A,20150703_0810,3,8,CNRPark/A/free/20150703_0810_10.jpg,10,7,0,10,S,2015,
A,20150703_0815,3,8,CNRPark/A/free/20150703_0815_10.jpg,15,7,0,10,S,2015,
A,20150703_0820,3,8,CNRPark/A/free/20150703_0820_10.jpg,20,7,0,10,S,2015,
A,20150703_0825,3,8,CNRPark/A/free/20150703_0825_10.jpg,25,7,0,10,S,2015,
A,20150703_0830,3,8,CNRPark/A/free/20150703_0830_10.jpg,30,7,0,10,S,2015,
A,20150703_0835,3,8,CNRPark/A/free/20150703_0835_10.jpg,35,7,0,10,S,2015,
A,20150703_0840,3,8,CNRPark/A/free/20150703_0840_10.jpg,40,7,0,10,S,2015,
A,20150703_0845,3,8,CNRPark/A/free/20150703_0845_10.jpg,45,7,0,10,S,2015,
A,20150703_0850,3,8,CNRPark/A/free/20150703_0850_10.jpg,50,7,0,10,S,2015,
A,20150703_0855,3,8,CNRPark/A/free/20150703_0855_10.jpg,55,7,0,10,S,2015,
A,20150703_0900,3,9,CNRPark/A/free/20150703_0900_10.jpg,0,7,0,10,S,2015,
A,20150703_0905,3,9,CNRPark/A/free/20150703_0905_10.jpg,5,7,0,10,S,2015,
A,20150703_0910,3,9,CNRPark/A/free/20150703_0910_10.jpg,10,7,0,10,S,2015,
A,20150703_0915,3,9,CNRPark/A/free/20150703_0915_10.jpg,15,7,0,10,S,2015,
A,20150703_0920,3,9,CNRPark/A/free/20150703_0920_10.jpg,20,7,0,10,S,2015,
A,20150703_0925,3,9,CNRPark/A/free/20150703_0925_10.jpg,25,7,0,10,S,2015,
A,20150703_0930,3,9,CNRPark/A/free/20150703_0930_10.jpg,30,7,0,10,S,2015,
A,20150703_0935,3,9,CNRPark/A/free/20150703_0935_10.jpg,35,7,0,10,S,2015,
A,20150703_0940,3,9,CNRPark/A/free/20150703_0940_10.jpg,40,7,0,10,S,2015,
A,20150703_0945,3,9,CNRPark/A/free/20150703_0945_10.jpg,45,7,0,10,S,2015,
A,20150703_0950,3,9,CNRPark/A/busy/20150703_0950_10.jpg,50,7,1,10,S,2015,0
A,20150703_0955,3,9,CNRPark/A/busy/20150703_0955_10.jpg,55,7,1,10,S,2015,0
A,20150703_1000,3,10,CNRPark/A/busy/20150703_1000_10.jpg,0,7,1,10,S,2015,0
A,20150703_1005,3,10,CNRPark/A/busy/20150703_1005_10.jpg,5,7,1,10,S,2015,0
A,20150703_1010,3,10,CNRPark/A/busy/20150703_1010_10.jpg,10,7,1,10,S,2015,0
A,20150703_1015,3,10,CNRPark/A/busy/20150703_1015_10.jpg,15,7,1,10,S,2015,0
A,20150703_1020,3,10,CNRPark/A/busy/20150703_1020_10.jpg,20,7,1,10,S,2015,0
A,20150703_1025,3,10,CNRPark/A/busy/20150703_1025_10.jpg,25,7,1,10,S,2015,0
A,20150703_1030,3,10,CNRPark/A/busy/20150703_1030_10.jpg,30,7,1,10,S,2015,0
A,20150703_1035,3,10,CNRPark/A/busy/20150703_1035_10.jpg,35,7,1,10,S,2015,0
A,20150703_1040,3,10,CNRPark/A/busy/20150703_1040_10.jpg,40,7,1,10,S,2015,0
A,20150703_1045,3,10,CNRPark/A/busy/20150703_1045_10.jpg,45,7,1,10,S,2015,0
A,20150703_1050,3,10,CNRPark/A/busy/20150703_1050_10.jpg,50,7,1,10,S,2015,0
A,20150703_1055,3,10,CNRPark/A/busy/20150703_1055_10.jpg,55,7,1,10,S,2015,0
A,20150703_1100,3,11,CNRPark/A/busy/20150703_1100_10.jpg,0,7,1,10,S,2015,0
A,20150703_1105,3,11,CNRPark/A/busy/20150703_1105_10.jpg,5,7,1,10,S,2015,0
A,20150703_1110,3,11,CNRPark/A/busy/20150703_1110_10.jpg,10,7,1,10,S,2015,0
A,20150703_1115,3,11,CNRPark/A/busy/20150703_1115_10.jpg,15,7,1,10,S,2015,0
A,20150703_1120,3,11,CNRPark/A/busy/20150703_1120_10.jpg,20,7,1,10,S,2015,0
A,20150703_1125,3,11,CNRPark/A/busy/20150703_1125_10.jpg,25,7,1,10,S,2015,0
A,20150703_1130,3,11,CNRPark/A/busy/20150703_1130_10.jpg,30,7,1,10,S,2015,0
A,20150703_1135,3,11,CNRPark/A/busy/20150703_1135_10.jpg,35,7,1,10,S,2015,0
A,20150703_1140,3,11,CNRPark/A/busy/20150703_1140_10.jpg,40,7,1,10,S,2015,0
A,20150703_1145,3,11,CNRPark/A/busy/20150703_1145_10.jpg,45,7,1,10,S,2015,0
A,20150703_1150,3,11,CNRPark/A/busy/20150703_1150_10.jpg,50,7,1,10,S,2015,0
A,20150703_1155,3,11,CNRPark/A/busy/20150703_1155_10.jpg,55,7,1,10,S,2015,0
A,20150703_1200,3,12,CNRPark/A/busy/20150703_1200_10.jpg,0,7,1,10,S,2015,0
A,20150703_1205,3,12,CNRPark/A/busy/20150703_1205_10.jpg,5,7,1,10,S,2015,0
A,20150703_1210,3,12,CNRPark/A/busy/20150703_1210_10.jpg,10,7,1,10,S,2015,0
A,20150703_1215,3,12,CNRPark/A/busy/20150703_1215_10.jpg,15,7,1,10,S,2015,0
A,20150703_1220,3,12,CNRPark/A/busy/20150703_1220_10.jpg,20,7,1,10,S,2015,0
A,20150703_1225,3,12,CNRPark/A/busy/20150703_1225_10.jpg,25,7,1,10,S,2015,0
A,20150703_1230,3,12,CNRPark/A/busy/20150703_1230_10.jpg,30,7,1,10,S,2015,0
A,20150703_1235,3,12,CNRPark/A/busy/20150703_1235_10.jpg,35,7,1,10,S,2015,0
A,20150703_1240,3,12,CNRPark/A/busy/20150703_1240_10.jpg,40,7,1,10,S,2015,0
A,20150703_1245,3,12,CNRPark/A/busy/20150703_1245_10.jpg,45,7,1,10,S,2015,0
A,20150703_1250,3,12,CNRPark/A/busy/20150703_1250_10.jpg,50,7,1,10,S,2015,0
A,20150703_1255,3,12,CNRPark/A/busy/20150703_1255_10.jpg,55,7,1,10,S,2015,0
A,20150703_1300,3,13,CNRPark/A/busy/20150703_1300_10.jpg,0,7,1,10,S,2015,0
A,20150703_1305,3,13,CNRPark/A/busy/20150703_1305_10.jpg,5,7,1,10,S,2015,0
A,20150703_1310,3,13,CNRPark/A/busy/20150703_1310_10.jpg,10,7,1,10,S,2015,0
A,20150703_1315,3,13,CNRPark/A/busy/20150703_1315_10.jpg,15,7,1,10,S,2015,0
A,20150703_1320,3,13,CNRPark/A/busy/20150703_1320_10.jpg,20,7,1,10,S,2015,0
A,20150703_1325,3,13,CNRPark/A/busy/20150703_1325_10.jpg,25,7,1,10,S,2015,0
A,20150703_1330,3,13,CNRPark/A/busy/20150703_1330_10.jpg,30,7,1,10,S,2015,0
A,20150703_1335,3,13,CNRPark/A/busy/20150703_1335_10.jpg,35,7,1,10,S,2015,0
A,20150703_1340,3,13,CNRPark/A/busy/20150703_1340_10.jpg,40,7,1,10,S,2015,0
A,20150703_1345,3,13,CNRPark/A/busy/20150703_1345_10.jpg,45,7,1,10,S,2015,0
A,20150703_1350,3,13,CNRPark/A/busy/20150703_1350_10.jpg,50,7,1,10,S,2015,0
A,20150703_1355,3,13,CNRPark/A/busy/20150703_1355_10.jpg,55,7,1,10,S,2015,0
A,20150703_1400,3,14,CNRPark/A/busy/20150703_1400_10.jpg,0,7,1,10,S,2015,0
A,20150703_1405,3,14,CNRPark/A/busy/20150703_1405_10.jpg,5,7,1,10,S,2015,0
A,20150703_1410,3,14,CNRPark/A/busy/20150703_1410_10.jpg,10,7,1,10,S,2015,0
A,20150703_1415,3,14,CNRPark/A/busy/20150703_1415_10.jpg,15,7,1,10,S,2015,0
A,20150703_1420,3,14,CNRPark/A/busy/20150703_1420_10.jpg,20,7,1,10,S,2015,0
A,20150703_1425,3,14,CNRPark/A/busy/20150703_1425_10.jpg,25,7,1,10,S,2015,0
A,20150703_1430,3,14,CNRPark/A/busy/20150703_1430_10.jpg,30,7,1,10,S,2015,0
A,20150703_1435,3,14,CNRPark/A/busy/20150703_1435_10.jpg,35,7,1,10,S,2015,0
A,20150703_1440,3,14,CNRPark/A/busy/20150703_1440_10.jpg,40,7,1,10,S,2015,0
A,20150703_1445,3,14,CNRPark/A/busy/20150703_1445_10.jpg,45,7,1,10,S,2015,0
A,20150703_1450,3,14,CNRPark/A/busy/20150703_1450_10.jpg,50,7,1,10,S,2015,0
A,20150703_1455,3,14,CNRPark/A/busy/20150703_1455_10.jpg,55,7,1,10,S,2015,0
A,20150703_1500,3,15,CNRPark/A/busy/20150703_1500_10.jpg,0,7,1,10,S,2015,0
A,20150703_1505,3,15,CNRPark/A/busy/20150703_1505_10.jpg,5,7,1,10,S,2015,0
A,20150703_1510,3,15,CNRPark/A/busy/20150703_1510_10.jpg,10,7,1,10,S,2015,0
A,20150703_1515,3,15,CNRPark/A/busy/20150703_1515_10.jpg,15,7,1,10,S,2015,0
A,20150703_1520,3,15,CNRPark/A/busy/20150703_1520_10.jpg,20,7,1,10,S,2015,0
A,20150703_1525,3,15,CNRPark/A/busy/20150703_1525_10.jpg,25,7,1,10,S,2015,0
A,20150703_1530,3,15,CNRPark/A/busy/20150703_1530_10.jpg,30,7,1,10,S,2015,0
A,20150703_1535,3,15,CNRPark/A/busy/20150703_1535_10.jpg,35,7,1,10,S,2015,0
A,20150703_1540,3,15,CNRPark/A/busy/20150703_1540_10.jpg,40,7,1,10,S,2015,0
A,20150703_1545,3,15,CNRPark/A/busy/20150703_1545_10.jpg,45,7,1,10,S,2015,0
A,20150703_1550,3,15,CNRPark/A/busy/20150703_1550_10.jpg,50,7,1,10,S,2015,0
A,20150703_1555,3,15,CNRPark/A/busy/20150703_1555_10.jpg,55,7,1,10,S,2015,0
A,20150703_1600,3,16,CNRPark/A/busy/20150703_1600_10.jpg,0,7,1,10,S,2015,0
A,20150703_1605,3,16,CNRPark/A/busy/20150703_1605_10.jpg,5,7,1,10,S,2015,0
A,20150703_1610,3,16,CNRPark/A/busy/20150703_1610_10.jpg,10,7,1,10,S,2015,0
A,20150703_1615,3,16,CNRPark/A/busy/20150703_1615_10.jpg,15,7,1,10,S,2015,0
A,20150703_1620,3,16,CNRPark/A/busy/20150703_1620_10.jpg,20,7,1,10,S,2015,0
A,20150703_1625,3,16,CNRPark/A/busy/20150703_1625_10.jpg,25,7,1,10,S,2015,0
A,20150703_1630,3,16,CNRPark/A/busy/20150703_1630_10.jpg,30,7,1,10,S,2015,0
A,20150703_1635,3,16,CNRPark/A/busy/20150703_1635_10.jpg,35,7,1,10,S,2015,0
A,20150703_1640,3,16,CNRPark/A/busy/20150703_1640_10.jpg,40,7,1,10,S,2015,0
A,20150703_1645,3,16,CNRPark/A/busy/20150703_1645_10.jpg,45,7,1,10,S,2015,0
A,20150703_1650,3,16,CNRPark/A/busy/20150703_1650_10.jpg,50,7,1,10,S,2015,0
A,20150703_1655,3,16,CNRPark/A/busy/20150703_1655_10.jpg,55,7,1,10,S,2015,0
A,20150703_1700,3,17,CNRPark/A/busy/20150703_1700_10.jpg,0,7,1,10,S,2015,0
A,20150703_1705,3,17,CNRPark/A/busy/20150703_1705_10.jpg,5,7,1,10,S,2015,0
A,20150703_1710,3,17,CNRPark/A/busy/20150703_1710_10.jpg,10,7,1,10,S,2015,0
A,20150703_1715,3,17,CNRPark/A/busy/20150703_1715_10.jpg,15,7,1,10,S,2015,0
A,20150703_1720,3,17,CNRPark/A/busy/20150703_1720_10.jpg,20,7,1,10,S,2015,0
A,20150703_1725,3,17,CNRPark/A/busy/20150703_1725_10.jpg,25,7,1,10,S,2015,0
A,20150703_1730,3,17,CNRPark/A/busy/20150703_1730_10.jpg,30,7,1,10,S,2015,0
A,20150703_1735,3,17,CNRPark/A/busy/20150703_1735_10.jpg,35,7,1,10,S,2015,0
A,20150703_1740,3,17,CNRPark/A/busy/20150703_1740_10.jpg,40,7,1,10,S,2015,0
A,20150703_1745,3,17,CNRPark/A/busy/20150703_1745_10.jpg,45,7,1,10,S,2015,0
A,20150703_1750,3,17,CNRPark/A/busy/20150703_1750_10.jpg,50,7,1,10,S,2015,0
A,20150703_1755,3,17,CNRPark/A/busy/20150703_1755_10.jpg,55,7,1,10,S,2015,0
A,20150703_1800,3,18,CNRPark/A/busy/20150703_1800_10.jpg,0,7,1,10,S,2015,0
A,20150703_1805,3,18,CNRPark/A/busy/20150703_1805_10.jpg,5,7,1,10,S,2015,0
A,20150703_0805,3,8,CNRPark/A/free/20150703_0805_11.jpg,5,7,0,11,S,2015,
A,20150703_0810,3,8,CNRPark/A/free/20150703_0810_11.jpg,10,7,0,11,S,2015,
A,20150703_0815,3,8,CNRPark/A/free/20150703_0815_11.jpg,15,7,0,11,S,2015,
A,20150703_0820,3,8,CNRPark/A/free/20150703_0820_11.jpg,20,7,0,11,S,2015,
A,20150703_0825,3,8,CNRPark/A/free/20150703_0825_11.jpg,25,7,0,11,S,2015,
A,20150703_0830,3,8,CNRPark/A/free/20150703_0830_11.jpg,30,7,0,11,S,2015,
A,20150703_0835,3,8,CNRPark/A/free/20150703_0835_11.jpg,35,7,0,11,S,2015,
A,20150703_0840,3,8,CNRPark/A/free/20150703_0840_11.jpg,40,7,0,11,S,2015,
A,20150703_0845,3,8,CNRPark/A/free/20150703_0845_11.jpg,45,7,0,11,S,2015,
A,20150703_0850,3,8,CNRPark/A/free/20150703_0850_11.jpg,50,7,0,11,S,2015,
A,20150703_0855,3,8,CNRPark/A/free/20150703_0855_11.jpg,55,7,0,11,S,2015,
A,20150703_0900,3,9,CNRPark/A/free/20150703_0900_11.jpg,0,7,0,11,S,2015,
A,20150703_0905,3,9,CNRPark/A/free/20150703_0905_11.jpg,5,7,0,11,S,2015,
A,20150703_0910,3,9,CNRPark/A/free/20150703_0910_11.jpg,10,7,0,11,S,2015,
A,20150703_0915,3,9,CNRPark/A/free/20150703_0915_11.jpg,15,7,0,11,S,2015,
A,20150703_0920,3,9,CNRPark/A/free/20150703_0920_11.jpg,20,7,0,11,S,2015,
A,20150703_0925,3,9,CNRPark/A/free/20150703_0925_11.jpg,25,7,0,11,S,2015,
A,20150703_0930,3,9,CNRPark/A/free/20150703_0930_11.jpg,30,7,0,11,S,2015,
A,20150703_0935,3,9,CNRPark/A/busy/20150703_0935_11.jpg,35,7,1,11,S,2015,0
A,20150703_0940,3,9,CNRPark/A/busy/20150703_0940_11.jpg,40,7,1,11,S,2015,0
A,20150703_0945,3,9,CNRPark/A/busy/20150703_0945_11.jpg,45,7,1,11,S,2015,0
A,20150703_0950,3,9,CNRPark/A/busy/20150703_0950_11.jpg,50,7,1,11,S,2015,0
A,20150703_0955,3,9,CNRPark/A/busy/20150703_0955_11.jpg,55,7,1,11,S,2015,0
A,20150703_1000,3,10,CNRPark/A/busy/20150703_1000_11.jpg,0,7,1,11,S,2015,0
A,20150703_1005,3,10,CNRPark/A/busy/20150703_1005_11.jpg,5,7,1,11,S,2015,0
A,20150703_1010,3,10,CNRPark/A/busy/20150703_1010_11.jpg,10,7,1,11,S,2015,0
A,20150703_1015,3,10,CNRPark/A/busy/20150703_1015_11.jpg,15,7,1,11,S,2015,0
A,20150703_1020,3,10,CNRPark/A/busy/20150703_1020_11.jpg,20,7,1,11,S,2015,0
